state,year,stateno,time,time2,billsproposed,photo,id_req,election_margin,election_margin_mcent,pct_gop,pct_gop_centered,gopXmargin_mcent,battleground,vep_pres,vep_pres_mcent,battleXvep_mcent,gov_gop,pct_nonwhite_registrants,nonwhite_mcent,nonwhite_absgrowth,nonwhite_growth_mcent,gov_ideology,gov_ideology_mcent,south,diff_any_id,diff_anyid_mcent,diff_photo_id,diff_photoid_mcent,voterfraud,voterfraud_mcent,hava,biennial,scaleid2
Alaska,2008,2,7,49,0,0,1,7.834183,-7.566167,56.66667,6.666667,-50.44112,0,68,7.2505,0,1,21.44927,2.9957,0.6802721,-4.86182,34.31742,-15.29127,0,,,,,0,-1.025,0,0,2
Alaska,2009,2,8,64,0,0,1,7.834183,-7.566167,53.33333,3.333333,-25.22056,0,68,7.2505,0,1,20.84592,2.392351,-6.756757,-12.29885,38.41942,-11.18927,0,,,,,0,-1.025,0,0,2
Alaska,2010,2,9,81,0,0,1,16.08354,0.6831919,53.33333,3.333333,2.277306,0,68,7.2505,0,1,20.18928,1.73571,-7.246377,-12.78847,37.38018,-12.22851,0,,,,,0,-1.025,0,0,2
Alaska,2011,2,10,100,1,0,1,16.08354,0.6831919,56.66667,6.666667,4.554613,0,68,7.2505,0,1,22.41888,3.965311,18.75,13.20791,36.34094,-13.26775,0,,,,,0,-1.025,0,0,2
Alaska,2012,2,11,121,1,0,1,26.38908,10.98873,57.62712,7.627119,83.81238,0,58.9,-1.849499,0,1,24.37673,5.92316,15.78947,10.24738,35.3017,-14.30699,0,,,,,0,-1.025,0,0,2
Arizona,2001,3,0,0,0,0,0,13.54164,-1.858709,56.66667,6.666667,-12.39139,0,45.6,-15.1495,0,1,20.92413,2.47056,-0.8706468,-6.412739,14.32503,-35.28366,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Arizona,2002,3,1,1,0,0,0,18.02283,2.622485,56.66667,6.666667,17.48323,0,45.6,-15.1495,0,1,20.46632,2.01275,-0.8782936,-6.420385,12.60927,-36.99942,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Arizona,2003,3,2,4,3,0,0,18.02283,2.622485,62.22222,12.22222,32.05259,0,45.6,-15.1495,0,0,20.79276,2.339191,16.20253,10.66044,46.97109,-2.637602,0,0.2,-0.2241754,0.2,0.0629299,0,-1.025,1,0,1
Arizona,2004,3,3,9,1,0,0,24.09534,8.694987,62.22222,12.22222,106.2721,0,54.1,-6.649501,0,0,21.04628,2.59271,13.94336,8.401263,51.31606,1.707369,0,0.2,-0.2241754,0,-0.1370701,0,-1.025,0,0,1
Arizona,2005,3,4,16,4,0,0,24.09534,8.694987,62.22222,12.22222,106.2721,0,54.1,-6.649501,0,0,22.86655,4.412981,6.309752,0.7676595,48.43472,-1.173971,0,0.2,-0.2241754,0,-0.1370701,2,0.975,1,0,1
Arizona,2006,3,5,25,2,0,0,13.91895,-1.481405,63.33333,13.33333,-19.75206,0,54.1,-6.649501,0,0,24.76871,6.315139,5.935252,0.3931597,48.43472,-1.173971,0,0.4,-0.0241754,0,-0.1370701,0,-1.025,0,0,1
Arizona,2007,3,6,36,0,0,0,13.91895,-1.481405,55.55556,5.555556,-8.230026,0,54.1,-6.649501,0,0,25,6.54643,11.4601,5.91801,55.63807,6.029379,0,0.4,-0.0241754,0,-0.1370701,0,-1.025,0,0,1
Arizona,2008,3,7,49,1,0,0,9.566368,-5.833982,55.55556,5.555556,-32.41101,0,56.7,-4.049499,0,0,25.19137,6.7378,10.2818,4.739706,45.78523,-3.823461,0,0.4,-0.0241754,0,-0.1370701,2,0.975,0,0,1
Arizona,2009,3,8,64,0,0,1,9.566368,-5.833982,58.88889,8.888889,-51.85762,0,56.7,-4.049499,0,1,27.68595,9.232379,11.04972,5.507632,4.534889,-45.0738,0,0.4,-0.0241754,0,-0.1370701,0,-1.025,0,0,2
Arizona,2010,3,9,81,0,0,1,23.4799,8.079547,58.88889,8.888889,71.8182,0,56.7,-4.049499,0,1,30.12952,11.67595,9.950249,4.408157,0,-49.60869,0,0.4,-0.0241754,0,-0.1370701,0,-1.025,0,0,2
Arizona,2011,3,10,100,0,0,1,23.4799,8.079547,67.77778,17.77778,143.6364,0,56.7,-4.049499,0,1,30.16011,11.70654,-1.979638,-7.52173,0,-49.60869,0,0.4,-0.0241754,0,-0.1370701,2,0.975,0,0,2
Arizona,2012,3,11,121,0,0,1,15.72025,0.3198954,69.31818,19.31818,6.179797,0,52.9,-7.849498,0,1,30.19203,11.73846,-2.019619,-7.561711,0,-49.60869,0,0.4,-0.0241754,0,-0.1370701,0,-1.025,0,0,2
Arkansas,2001,4,0,0,0,0,1,6.421448,-8.978902,28.14815,-21.85185,196.2056,1,47.9,-12.8495,-12.8495,1,18.49169,0.0381197,1.401869,-4.140223,45.12806,-4.48063,1,0.5,0.0758246,0.1666667,0.0295966,0,-1.025,0,1,2
Arkansas,2002,4,1,1,0,0,1,12.34108,-3.05927,28.14815,-21.85185,66.85072,1,47.9,-12.8495,-12.8495,1,18.00327,-0.4503008,1.382488,-4.159604,44.52393,-5.08476,1,0.5,0.0758246,0.1666667,0.0295966,1,-0.025,0,1,2
Arkansas,2003,4,2,4,1,0,1,12.34108,-3.05927,26.66667,-23.33333,71.38298,0,47.9,-12.8495,0,1,17.72549,-0.7280794,2.727273,-2.814819,44.52393,-5.08476,1,0.5,0.0758246,0.1666667,0.0295966,0,-1.025,1,1,2
Arkansas,2004,4,3,9,0,0,1,14.42368,-0.9766744,28.14815,-21.85185,21.34215,0,53.6,-7.149501,0,1,17.46988,-0.9836909,2.654867,-2.887225,43.88434,-5.724351,1,0.5,0.0758246,0.1666667,0.0295966,0,-1.025,0,1,2
Arkansas,2005,4,4,16,0,0,1,14.42368,-0.9766744,26.66667,-23.33333,22.78907,0,53.6,-7.149501,0,1,16.94402,-1.509551,-3.448276,-8.990368,43.88434,-5.724351,1,0.5,0.0758246,0.1666667,0.0295966,0,-1.025,0,1,2
Arkansas,2006,4,5,25,0,0,1,11.19432,-4.206029,26.66667,-23.33333,98.14069,0,53.6,-7.149501,0,1,16.41338,-2.04019,-3.571429,-9.113521,43.88434,-5.724351,1,0.6666667,0.2424913,0.1666667,0.0295966,0,-1.025,0,1,2
Arkansas,2007,4,6,36,1,0,1,11.19432,-4.206029,24.44444,-25.55556,107.4874,1,53.6,-7.149501,-7.149501,0,15.79947,-2.6541,-3.703704,-9.245795,71.22043,21.61174,1,0.6666667,0.2424913,0.1666667,0.0295966,0,-1.025,0,1,2
Arkansas,2008,4,7,49,0,0,1,4.755341,-10.64501,24.44444,-25.55556,272.0391,1,52.5,-8.2495,-8.2495,0,15.18603,-3.26754,-3.846154,-9.388246,71.22043,21.61174,1,0.6666667,0.2424913,0.1666667,0.0295966,0,-1.025,0,1,2
Arkansas,2009,4,8,64,0,0,1,4.755341,-10.64501,26.86567,-23.13433,246.2651,1,52.5,-8.2495,-8.2495,0,16.24563,-2.20794,4.5,-1.042092,71.22043,21.61174,1,0.8333333,0.4091579,0.3333333,0.1962632,0,-1.025,0,0,2
Arkansas,2010,4,9,81,0,0,1,7.106361,-8.293988,26.86567,-23.13433,191.8759,1,52.5,-8.2495,-8.2495,0,17.35669,-1.096881,4.30622,-1.235872,71.22043,21.61174,1,0.8333333,0.4091579,0.3333333,0.1962632,0,-1.025,0,0,2
Arkansas,2011,4,10,100,1,0,1,7.106361,-8.293988,44.02985,-5.97015,49.51635,0,52.5,-8.2495,0,0,17.32523,-1.12834,4.587156,-0.9549362,71.22043,21.61174,1,0.8333333,0.4091579,0.5,0.3629299,0,-1.025,0,0,2
Arkansas,2012,4,11,121,0,0,1,5.190956,-10.20939,45.52239,-4.477612,45.7137,0,50.5,-10.2495,0,0,17.29651,-1.157059,4.385965,-1.156127,71.22043,21.61174,1,0.8333333,0.4091579,0.5,0.3629299,0,-1.025,0,0,2
California,2001,5,0,0,2,0,0,9.24678,-6.15357,36.13445,-13.86555,85.3226,0,55.7,-5.049499,0,0,32.34074,13.88717,-0.6246938,-6.166786,87.99413,38.38544,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
California,2002,5,1,1,3,0,0,10.704,-4.696348,36.66667,-13.33333,62.61797,0,55.7,-5.049499,0,0,33.52183,15.06826,-0.6286207,-6.170713,87.21405,37.60536,0,0,-0.4241754,0,-0.1370701,2,0.975,0,0,1
California,2003,5,2,4,1,0,0,10.704,-4.696348,39.16667,-10.83333,50.8771,0,55.7,-5.049499,0,0,35.27348,16.81991,14.71099,9.168898,87.21405,37.60536,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
California,2004,5,3,9,2,0,0,9.747833,-5.652517,39.16667,-10.83333,61.2356,0,58.8,-1.949501,0,1,36.75756,18.30399,12.82439,7.282302,49.17004,-0.4386499,0,0,-0.4241754,0,-0.1370701,3,1.975,0,0,1
California,2005,5,4,16,3,0,0,9.747833,-5.652517,39.16667,-10.83333,61.2356,0,58.8,-1.949501,0,1,36.43555,17.98198,-4.207399,-9.749491,49.17004,-0.4386499,0,0,-0.4241754,0,-0.1370701,1,-0.025,0,0,1
California,2006,5,5,25,2,0,0,12.01937,-3.380979,39.16667,-10.83333,36.62727,0,58.8,-1.949501,0,1,36.09034,17.63677,-4.392196,-9.934288,48.44385,-1.164839,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
California,2007,5,6,36,2,0,0,12.01937,-3.380979,39.16667,-10.83333,36.62727,0,58.8,-1.949501,0,1,38.68582,20.23225,13.85517,8.313077,48.44385,-1.164839,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
California,2008,5,7,49,2,0,0,16.47034,1.069995,39.4958,-10.5042,-11.23944,0,60.9,0.1505015,0,1,40.99429,22.54072,12.16912,6.627026,47.57368,-2.035009,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
California,2009,5,8,64,5,0,0,16.47034,1.069995,36.13445,-13.86555,-14.83606,0,60.9,0.1505015,0,1,40.93708,22.48351,-3.564405,-9.106497,47.97112,-1.637571,0,0.3333333,-0.0908421,0,-0.1370701,0,-1.025,0,0,1
California,2010,5,9,81,5,0,0,11.30224,-4.098112,36.75214,-13.24786,54.29122,0,60.9,0.1505015,0,1,40.87565,22.42208,-3.696151,-9.238243,47.73407,-1.87462,0,0.3333333,-0.0908421,0,-0.1370701,1,-0.025,0,0,1
California,2011,5,10,100,2,0,0,11.30224,-4.098112,35.83333,-14.16667,58.05658,0,60.9,0.1505015,0,0,42.70705,24.25348,10.10235,4.560256,47.49702,-2.111669,0,0.3333333,-0.0908421,0,-0.1370701,1,-0.025,0,0,1
California,2012,5,11,121,0,0,0,21.0696,5.669245,35.29412,-14.70588,-83.37125,0,55.2,-5.549499,0,0,44.36051,25.90694,9.175415,3.633323,47.25997,-2.348718,0,0.3333333,-0.0908421,0,-0.1370701,1,-0.025,0,0,1
Colorado,2001,6,0,0,0,0,0,11.18235,-4.218,54,4,-16.872,0,57.5,-3.2495,0,1,14.73283,-3.72074,0.5208333,-5.021259,20.27502,-29.33367,0,0,-0.4241754,0,-0.1370701,1,-0.025,0,0,1
Colorado,2002,6,1,1,1,0,0,14.67171,-0.7286352,54,4,-2.914541,0,57.5,-3.2495,0,1,14.72672,-3.72685,0.5181347,-5.023957,19.04841,-30.56028,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Colorado,2003,6,2,4,2,1,1,14.67171,-0.7286352,55,5,-3.643176,0,57.5,-3.2495,0,1,14.47584,-3.97773,6.52921,0.9871176,14.01051,-35.59818,0,0,-0.4241754,0,-0.1370701,2,0.975,0,0,3
Colorado,2004,6,3,9,0,1,1,0.0320053,-15.36834,55,5,-76.84172,0,66.7,5.950497,0,1,14.26095,-4.19262,6.129032,0.5869401,16.28384,-33.32485,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Colorado,2005,6,4,16,0,1,1,0.0320053,-15.36834,47,-3,46.10503,0,66.7,5.950497,0,1,14.1423,-4.31127,-1.519757,-7.061849,34.51329,-15.0954,0,0,-0.4241754,0,-0.1370701,2,0.975,0,0,2
Colorado,2006,6,5,25,2,1,1,7.753456,-7.646894,47,-3,22.94068,0,66.7,5.950497,0,1,14.02198,-4.43159,-1.54321,-7.085302,28.66049,-20.9482,0,0.1428571,-0.2813182,0,-0.1370701,2,0.975,0,0,2
Colorado,2007,6,6,36,2,1,1,7.753456,-7.646894,41,-9,68.82204,0,66.7,5.950497,0,0,15.00424,-3.44933,10.81505,5.272955,37.78302,-11.82567,0,0.1428571,-0.2813182,0,-0.1370701,1,-0.025,0,0,2
Colorado,2008,6,7,49,1,1,1,7.180481,-8.219869,40,-10,82.19868,0,71,10.2505,0,0,15.92121,-2.53236,9.759547,4.217455,76.12162,26.51293,0,0.1428571,-0.2813182,0,-0.1370701,3,1.975,0,0,2
Colorado,2009,6,8,64,1,1,1,7.180481,-8.219869,41,-9,73.97882,0,71,10.2505,0,0,15.81503,-2.63854,-3.479382,-9.021474,77.16092,27.55223,0,0.4285714,0.004396,0.1428571,0.005787,2,0.975,0,0,2
Colorado,2010,6,9,81,1,1,1,15.69507,0.2947184,41,-9,-2.652465,0,71,10.2505,0,0,15.70248,-2.75109,-3.604806,-9.146898,77.77636,28.16767,0,0.4285714,0.004396,0.1428571,0.005787,1,-0.025,0,0,2
Colorado,2011,6,10,100,1,1,1,15.69507,0.2947184,48,-2,-0.5894367,1,71,10.2505,10.2505,0,16.03162,-2.42195,9.556787,4.014695,78.3918,28.78311,0,0.5714286,0.1472532,0.2857143,0.1486442,1,-0.025,0,0,2
Colorado,2012,6,11,121,1,1,1,1.110512,-14.28984,48,-2,28.57968,1,70.3,9.550503,9.550503,0,16.31879,-2.134779,8.723135,3.181043,79.00724,29.39855,0,0.5714286,0.1472532,0.2857143,0.1486442,0,-1.025,0,0,2
Connecticut,2001,7,0,0,0,0,1,4.524559,-10.87579,35.29412,-14.70588,159.9381,0,61.9,1.150501,0,1,15.52211,-2.93146,4.872881,-0.6692106,57.38564,7.776949,0,0,-0.4241754,0,-0.1370701,1,-0.025,0,0,2
Connecticut,2002,7,1,1,8,0,1,1.615555,-13.78479,35.29412,-14.70588,202.7176,0,61.9,1.150501,0,1,15.42585,-3.02772,4.646465,-0.8956272,56.60391,6.995219,0,0,-0.4241754,0,-0.1370701,20,18.975,0,0,2
Connecticut,2003,7,2,4,0,0,1,1.615555,-13.78479,38.50267,-11.49733,158.4883,0,61.9,1.150501,0,1,14.64137,-3.8122,-4.633204,-10.1753,56.60391,6.995219,0,0,-0.4241754,0,-0.1370701,6,4.975,0,0,2
Connecticut,2004,7,3,9,1,0,1,11.21957,-4.180776,37.96791,-12.03209,50.30346,0,65,4.2505,0,1,13.8643,-4.58927,-4.8583,-10.40039,57.63643,8.027739,0,0,-0.4241754,0,-0.1370701,14,12.975,0,0,2
Connecticut,2005,7,4,16,1,0,1,11.21957,-4.180776,34.2246,-15.7754,65.95342,0,65,4.2505,0,1,14.26009,-4.19348,1.489362,-4.052731,58.41107,8.802382,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Connecticut,2006,7,5,25,0,0,1,11.70078,-3.699567,34.2246,-15.7754,58.36216,0,65,4.2505,0,1,14.66666,-3.78691,1.467505,-4.074587,58.41107,8.802382,0,0,-0.4241754,0,-0.1370701,3,1.975,0,0,2
Connecticut,2007,7,6,36,0,0,1,11.70078,-3.699567,29.94652,-20.05348,74.18919,0,65,4.2505,0,1,14.98094,-3.47263,5.578512,0.0364202,58.41107,8.802382,0,0,-0.4241754,0,-0.1370701,2,0.975,0,0,2
Connecticut,2008,7,7,49,0,0,1,21.32896,5.928607,29.94652,-20.05348,-118.8892,0,66.6,5.850499,0,1,15.27541,-3.17816,5.283757,-0.2583348,57.94387,8.33518,0,0,-0.4241754,0,-0.1370701,11,9.975,0,0,2
Connecticut,2009,7,8,64,0,0,1,21.32896,5.928607,26.20321,-23.79679,-141.0818,0,66.6,5.850499,0,1,15.4027,-3.050869,-2.602231,-8.144322,57.94387,8.33518,0,0,-0.4241754,0,-0.1370701,10,8.975,0,0,2
Connecticut,2010,7,9,81,0,0,1,2.936775,-12.46357,26.20321,-23.79679,296.5931,0,66.6,5.850499,0,1,15.53931,-2.914259,-2.671756,-8.213848,54.97994,5.371249,0,0,-0.4241754,0,-0.1370701,4,2.975,0,0,2
Connecticut,2011,7,10,100,3,0,1,2.936775,-12.46357,34.2246,-15.7754,196.6179,0,66.6,5.850499,0,0,17.49486,-0.9587103,16.66667,11.12457,52.01601,2.407316,0,0.3333333,-0.0908421,0,-0.1370701,12,10.975,0,0,2
Connecticut,2012,7,11,121,0,0,1,12.90289,-2.497465,34.75936,-15.24064,38.06297,0,60.9,0.1505015,0,0,19.31818,0.8646101,14.28571,8.743622,49.05207,-0.5566156,0,0.3333333,-0.0908421,0,-0.1370701,0,-1.025,0,0,2
Delaware,2001,8,0,0,0,0,1,8.291946,-7.108404,54.83871,4.83871,-34.3955,0,59,-1.7495,0,0,20.12987,1.676299,-3.125,-8.667092,69.07211,19.46342,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2002,8,1,1,0,0,1,6.987122,-8.413228,54.83871,4.83871,-40.70917,0,59,-1.7495,0,0,19.48052,1.02695,-3.225806,-8.767899,62.86156,13.25287,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2003,8,2,4,1,0,1,6.987122,-8.413228,59.67742,9.67742,-81.41833,0,59,-1.7495,0,0,19.625,1.17143,4.666667,-0.8754255,62.86156,13.25287,0,0,-0.4241754,0,-0.1370701,0,-1.025,1,0,2
Delaware,2004,8,3,9,0,0,1,8.555489,-6.844862,59.67742,9.67742,-66.2406,0,64.2,3.450497,0,0,19.75903,1.305459,4.458599,-1.083493,62.86156,13.25287,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2005,8,4,16,0,0,1,8.555489,-6.844862,54.09836,4.098361,-28.05271,0,64.2,3.450497,0,0,21.14217,2.6886,6.097561,0.5554689,62.86156,13.25287,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2006,8,5,25,0,0,1,14.62528,-0.7750677,54.09836,4.098361,-3.176507,0,64.2,3.450497,0,0,22.54902,4.095451,5.747127,0.2050346,62.86156,13.25287,0,0,-0.4241754,0,-0.1370701,1,-0.025,0,0,2
Delaware,2007,8,6,36,0,0,1,14.62528,-0.7750677,50,0,0,0,64.2,3.450497,0,0,22.33918,3.88561,3.804348,-1.737744,64.70805,15.09936,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2008,8,7,49,0,0,1,19.3299,3.929553,48.3871,-1.612903,-6.337988,0,65.6,4.850499,0,0,22.14765,3.69408,3.664922,-1.87717,65.8621,16.25341,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2009,8,8,64,0,0,1,19.3299,3.929553,35.48387,-14.51613,-57.04189,0,65.6,4.850499,0,0,22.31214,3.85857,-2.525253,-8.067345,73.99817,24.38948,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2010,8,9,81,0,0,1,9.987061,-5.41329,37.09678,-12.90323,69.8489,0,65.6,4.850499,0,0,22.48804,4.034471,-2.590674,-8.132766,76.37936,26.77067,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2011,8,10,100,2,0,1,9.987061,-5.41329,35.48387,-14.51613,78.58001,0,65.6,4.850499,0,0,23.53603,5.08246,11.17021,5.628121,78.76054,29.15185,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,2
Delaware,2012,8,11,121,1,0,1,26.67224,11.27189,35.48387,-14.51613,-163.6242,0,62.7,1.950501,0,0,24.46809,6.01452,10.04785,4.505755,81.14173,31.53304,0,0.3333333,-0.0908421,0.3333333,0.1962632,0,-1.025,0,0,2
Florida,2001,9,0,0,0,1,1,13.05565,-2.344701,63.75,13.75,-32.23964,1,55.9,-4.849498,-4.849498,1,24.09824,5.64467,4.539952,-1.00214,15.73872,-33.86997,1,0.5,0.0758246,0,-0.1370701,0,-1.025,0,0,3
Florida,2002,9,1,1,0,1,1,26.06364,10.66329,63.75,13.75,146.6202,1,55.9,-4.849498,-4.849498,1,24.7188,6.26523,4.342791,-1.199301,13.93233,-35.67636,1,0.5,0.0758246,0,-0.1370701,0,-1.025,0,0,3
Florida,2003,9,2,4,2,1,1,26.06364,10.66329,66.66666,16.66667,177.7215,1,55.9,-4.849498,-4.849498,1,24.83719,6.383621,6.881243,1.339151,13.93233,-35.67636,1,1,0.5758246,0,-0.1370701,0,-1.025,1,0,3
Florida,2004,9,3,9,0,1,1,24.80863,9.408282,66.875,16.875,158.7648,1,64.4,3.650501,3.650501,1,24.94221,6.488639,6.438214,0.8961218,14.9426,-34.66609,1,1,0.5758246,0,-0.1370701,15,13.975,0,0,3
Florida,2005,9,4,16,0,1,1,24.80863,9.408282,68.75,18.75,176.4053,1,64.4,3.650501,3.650501,1,25.40127,6.9477,-0.4146341,-5.956726,14.9426,-34.66609,1,1,0.5758246,0.5,0.3629299,1,-0.025,0,0,3
Florida,2006,9,5,25,0,1,1,9.157646,-6.242704,68.75,18.75,-117.0507,1,64.4,3.650501,3.650501,1,25.88161,7.428041,-0.4163605,-5.958453,15.13903,-34.46966,1,1,0.5758246,0.5,0.3629299,1,-0.025,0,0,3
Florida,2007,9,6,36,1,1,1,9.157646,-6.242704,65.625,15.625,-97.54225,1,64.4,3.650501,3.650501,1,27.62643,9.17286,12.98573,7.443643,15.13903,-34.46966,1,1,0.5758246,0.5,0.3629299,0,-1.025,0,0,3
Florida,2008,9,7,49,1,1,1,8.375511,-7.024839,65,15,-105.3726,1,66.1,5.350499,5.350499,1,29.18851,10.73494,11.49325,5.95116,14.92206,-34.68663,1,1,0.5758246,0.5,0.3629299,0,-1.025,0,0,3
Florida,2009,9,8,64,1,1,1,8.375511,-7.024839,63.75,13.75,-96.59154,1,66.1,5.350499,5.350499,1,29.97376,11.52019,-1.874268,-7.41636,14.92206,-34.68663,1,1,0.5758246,0.5,0.3629299,0,-1.025,0,0,3
Florida,2010,9,9,81,0,1,1,27.85154,12.45119,63.75,13.75,171.2039,1,66.1,5.350499,5.350499,1,30.83562,12.38205,-1.910068,-7.45216,16.81551,-32.79318,1,1,0.5758246,0.5,0.3629299,0,-1.025,0,0,3
Florida,2011,9,10,100,0,1,1,27.85154,12.45119,68.125,18.125,225.6778,1,66.1,5.350499,5.350499,1,32.33505,13.88148,12.12982,6.587725,18.70896,-30.89973,1,1,0.5758246,1,0.8629299,0,-1.025,0,0,3
